PARAMETROS	UNIDAD_ORG	RESPUESTA
REQUERIMIENTO DE INFORMACIÓN REFERIDO AL CIERRE COMERCIAL DE LAS OBRAS.CONTRALORIA GENERAL DE LA REPUBLICA	PROYECTO JUEGOS PANAMERICANOS 2019 - DIRECCIÓN EJECUTIVA	SE ENVIO A LA CONTRALORIA GENERAL DE LA REPUBLICA 

REMITE COMPROBANTE DE ABONO AL BANCO DE LA NACIÓN POR REPARACIÓN CIVIL (CARPETA FISCAL N° 3147-2019)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

REMITE DISPOSICIÓN N° 02, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014503-2020-454-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/02 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014502-2019-1628-0/INVESTIGADO AGUIRRE POMA EDIL ROSELMINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

REMITE DISPOSICIÓN N° 01-2020-MP-3°FPPC-MAYNAS, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014503-2020-225-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

REMITE PROVIDENCIA N° 01, NO FORMALIZAR NI CONTINUAR CON LA INVESTIGACIÓN PREPARATORIA (CASO NRO. 2506014508-2020-296-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

NOTIFICA DISPOSICIÓN N° 01, REFERENTE AL CASO N° 3006064501-2018-1192-0MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

REMITE DISPOSICIÓN FISCAL N° 01, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014505-2019-3188-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

PEDIDOS DE LA SESIÓN ORDINARIA DEL 07-07-2020. (LSANDOVAL@CONGRESO.GOB.PE) CONGRESO DE LA REPUBLICA	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE REMITIÓ OFICIO A MESA DE PARTES FÍSICA DEL CONGRESO DE LA REPÚBLICA

NOTIFICA PROVIDENCIA S/N , REFERENTE AL CASO N° 3006064502-2019-243-0MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

SOLICITAN APOYO PARA LA ADQUISICIÓN DE UNA ANTENA RETRANSMISORA DE TELEVISIÓN NACIONAL DEL PERÚ- TV PERÚ Y OTRO.PCM	DESPACHO VICEMINISTERIAL DE COMUNICACIONES	NULL

EL 4TO° DESPACHO FECCOR-PIURA, REITERA DE LE REMITA INFORMACIÓN, EN REFERENCIA AL OFICIO N° 128-2020-FECCOR-PIURA.MINISTERIO PUBLICO	DESPACHO VICEMINISTERIAL DE TRANSPORTES	"SEÑORA

ROCIO ANGELICA VENC ES GONZALES

FISCAL PROVINCIAL TITULAR - 4° DESPACHO FECCOR-PIURA

FISCALÍA ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA DEL DISTRITO FISCAL DE PIURA 

TRAMITADO A TRAVÉS DEL SERVICIO DE NOTIFICACIONES"

SE REMITE PARA CONOCIMIENTO/CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/06 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014506-2019-1375-0/INVESTIGADO HAIR BRAYAMS WILMER MEDINA CARIGAMINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

BANDEJA DIGITAL: TRASLADA SOLICITUD DE ACCESO A LA INFORMACION DE LA CIUDADANA PAULA LUCIA SALINAS BALDOCEDA, MEDIANTE LA CUAL SOLICITA EXPOSICIÓN DE MOTIVOS DE LOS DECRETOS LEGISLATIVOS 1477 Y 1478MINISTERIO DE ECONOMIA Y FINANZAS	DIRECCION GENERAL DE POLITICAS Y REGULACION EN COMUNICACIONES-(NUEVO-ROF)	ATENDIDO MEDIANTE CORREO ELECTRÓNICO DE FECHA 15-07-2020

BANDEJA DIGITAL: TRASLADA SOLICITUD DE ACCESO A LA INFORMACION DE LA CIUDADANA PAULA LUCIA SALINAS BALDOCEDA, MEDIANTE LA CUAL SOLICITA EXPOSICIÓN DE MOTIVOS DE LOS DECRETOS LEGISLATIVOS 1477 Y 1478MINISTERIO DE ECONOMIA Y FINANZAS	NULL	SE FINALIZA POR DEVOLUCIÓN, EL CUAL FUE ENVIADO ANTERIORMENTE CON CUO 4005721803 CUYO REGISTRO ES E-124765-2020

"SOLICITAR SE SIRVA REMITIR UN

INFORME SOBRE LA IMPLEMENTACIÓN DE LA TECNOLOGÍA DE QUINTA GENERACIÓN

(5G) EN NUESTRO PAÍS. (CORREO: DOLIVARES@CONGRESO.GOB.PE)CONGRESO DE LA REPUBLICA"	DESPACHO VICEMINISTERIAL DE COMUNICACIONES	"CONGRESISTA

DANIEL OLIVARES CORTÉS 

CONGRESO DE LA REPÚBLICA 

TRAMITADO A TRAVÉS DEL SERVICIO DE NOTIFICACIONES"

BANDEJA DIGITAL: SOLICITA SE EVALÚE PROPUESTA PARA PARTICIPACIÓN DEL ESTADO EN EL ACCIONARIADO DE EMPRESA PERUVIAN AIRLINES, ENTRE OTROS.DESPACHO PRESIDENCIAL	DESPACHO VICEMINISTERIAL DE TRANSPORTES	"SEÑORA

MARIA SARA AGUIRRE PAJUELO

SUBSECRETARIA GENERAL

DESPACHO PRESIDENCIAL 

TRAMITADO A TRAVÉS DEL SERVICIO DE NOTIFICACIONES"

SOLICITA DISPONGA SE REMITA A LA COMISIÓN ESPECIAL DE SEGUIMIENTO DE LA INCORPORACIÓN DEL PERÚ A LA OCDE INFORMACIÓN SOBRE LOS AVANCES DE SU SECTOR EN LAS DIFERENTES RESPONSABILIDADES ASUMIDAS EN EL PROCESO DE INCORPORACIÓN DEL PERÚ A LA ORGANIZACIÓN PARA LA COOPERACIÓN Y EL DESARROLLO ECONÓMICOS (OCDE). <NQUISPE@CONGRESO.GOB.PE>CONGRESO DE LA REPUBLICA	DESPACHO VICEMINISTERIAL DE TRANSPORTES	NULL

SOLICITA INFORMACIÓN. <MIRTHA.SEMINO@GMAIL.COM>CONGRESO DE LA REPUBLICA	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE REMITIÓ OFICIO A MESA DE PARTES FÍSICA DEL CONGRESO DE LA REPÚBLICA

"REMITE RELACIÓN A LA QUEJA PRESENTADA ANTE LA DEFENSORÍA DEL PUEBLO CONTRA EL

MINISTERIO DE TRANSPORTES Y COMUNICACIONES—MTC POR EL CIUDADANO EUSEBIO CHECALLA TICONA. DEFENSORIA DEL PUEBLO"	SECRETARIA GENERAL	SE ACUMULÓ AL PRINCIPAL Y SE REMITIÓ A ELMER VARGAS PARA SU ATENCIÓN.

EN REFERENCIA A LA HOJA DE RUTA  E-086424-2020,  SOLICITA PRIORIZAR ATENCIÓN AL DOCUMENTO DE LA REFERENCIA, MEDIANTE EL CUAL EL ALCALDE DEL CENTRO POBLADO ATOSHAICO DEL DISTRITO DE BAMBAMARCA, PROVINCIA DE HUALGAYOC, DEPARTAMENTO DE CAJAMARCA SOLICITA LA INSTALACIÓN DE UNA ANTENA DE SEÑAL DE CELULAR Y TELEVISIÓN CONGRESO DE LA REPUBLICA	DESPACHO VICEMINISTERIAL DE COMUNICACIONES	SE ATENDIO CON MEMO N° 1065-2020-MTC/27 E INFORME N° 507-2020-MTC/27

TRASLADAR A SU DESPACHO EL PEDIDO DEL ALCALDE DE PACAIPAMPA. PROVINCIA DE AYABACA, REGIÓN PIURA, SR. GUIDO MANUEL ROJAS HERNÁNDEZ RESPECTO A SU PREOCUPACIÓN POR LOS PROBLEMAS DE CONECTIVIDAD TANTO DE SEÑAL RADIAL COMO DE INTERNET EXISTENTES. CONGRESO DE LA REPUBLICA	DESPACHO VICEMINISTERIAL DE COMUNICACIONES	NULL

BANDEJA DIGITAL: SOLICITA ASISTENCIA PARA SU REINCORPORACIÓN LABORAL, DEBIDO A SU CONDICIÓN DE TRABAJADOR CESADO IRREGULARMENTE, ENTRE OTROS.DESPACHO PRESIDENCIAL	SECRETARIA GENERAL	"SEÑOR

JORGE ANTONIO CAPARACHIN LUCEN 

JR. LAS ANEMONAS 438 URB. LAS FLORES SAN JUAN DE LURIGANCHO - LIMA



CC: SUBSECRETARIA GENERAL DEL DESPACHO PRESIDENCIAL"

REITERA INCORPORACIÓN DE PROYECTO TERMINAL PORTUARIO DE LAMBAYEQUE EN IMIAPPCONGRESO DE LA REPUBLICA	SECRETARIA GENERAL	"CONGRESISTA

HUMBERTO ACUÑA PERALTA

CONGRESO DE LA REPÚBLICA 

TRAMITADO A TRAVÉS DEL SERVICIO DE NOTIFICACIONES"

BANDEJA DIGITAL: REGISTRO DE LOS COMPROMISOS FIRMES Y CONTINGENTES CUANTIFICABLES E INGRESOS DERIVADOS DE CONTRATOS DE ASOCIACIÓN PÚBLICO PRIVADA – APP AL 30 DE JUNIO DE 2020MINISTERIO DE ECONOMIA Y FINANZAS	NULL	SE FINALIZA POR DEVOLUCIÓN, POR NO CONTENER EL OFICIO N° 036-2020-EF/52.08, PARA LA VÁLIDA RESPECTIVA ENVIANDO DOCUMENTO DIRIGIDO A MINISTERIO DE ENERGÍA Y MINAS. EN COORDINACIÓN EL RESPONSABLE DE CON SU ENTIDAD, SE PROCEDE A SU DEVOLUCIÓN. 

BANDEJA DIGITAL: CONCILIACIÓN DE PAGOS EFECTUADOS A LOS CONSULTORES CONTRATADOS CON CARGO AL FONDO DE APOYO GERENCIAL FAG EN EL MARCO DEL DECRETO LEY N°25650 DEL PRIMER SEMESTRE AF – 2020MINISTERIO DE ECONOMIA Y FINANZAS	SECRETARIA GENERAL	DIRIGIDO AL MEF

BANDEJA DIGITAL: SOLICITA ASISTENCIA PARA REANUDACIÓN DE ACTIVIDADES DE EMPRESA QUE BRINDA EL SERVICIO DE TRANSPORTE PÚBLICO, ENTRE OTROS.DESPACHO PRESIDENCIAL	SECRETARIA GENERAL	ENVIADO A LA ATU PARA SU ATENCION 

BANDEJA DIGITAL: ASIGNACION PRESUPUESTARIA MULTIANUAL PARA LA PROGRAMACIÓN MULTIANUAL PRESUPUESTARIA Y FORMULACIÓN PRESUPUESTARIA POR LA FUENTE DE FINANCIAMIENTO RECURSOS POR OPERACIONES OFICIALES DE CREDITO PARA EL PERIODO COMPRENDIDO  ENTRE LOS AÑOS FISCALES 2021 - 2023MINISTERIO DE ECONOMIA Y FINANZAS	OFICINA GENERAL DE PLANEAMIENTO Y PRESUPUESTO	PARA CONOCIMIENTO Y FINES

BANDEJA DIGITAL: SOLICITA EJECUCIÓN DE PROYECTO DE CREACIÓN DE CAMINO VECINAL EN EL DISTRITO DE ORONCCOY, AYACUCHO, SEGÚN CÓDIGO ÚNICO DE INVERSIÓN N° 2436054, ENTRE OTROS.DESPACHO PRESIDENCIAL	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE BRINDÓ ATENCIÓN MEDIANTE CARTA F N° 119-2020-MTC/2.OPP DIRIGIDA AL ALCALDE DE LA MUNICIPALIDAD DISTRITAL DE ORONCCOY - AYACUCHO - REF EXP. PVD E012014070 Y  E012013987 

BANDEJA DIGITAL: SOLICITA SE EVALUÉ PROPUESTA PARA PARTICIPACIÓN DEL ESTADO EN EL ACCIONARIADO DE EMPRESA PERUVIAN AIRLINES, ENTRE OTROS.DESPACHO PRESIDENCIAL	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE FINALIZA DESPUÉS DE HABER  ENVIADO EL OFICIO 660 AL USUARIO

REF. OFICIO N° 725-2020-MTC/4. SOLICITA SE REALICE LA CONTRATACIÓN PARA ASEGURAR LA CONTINUIDAD DEL SERVICIO DE INTERNET. <SCRUZ@MINSA.GOB.PE>MINISTERIO DE SALUD	PROGRAMA NACIONAL DE TELECOMUNICACIONES - DIRECCIÓN EJECUTIVA	SE REALIZA LA CONTRATACION PARA CONTINUAR SERVICIO DE INTERNET DE LAS TABLETAS DONADAS, MEDIANTE D.U. N° 029-2020 ASI COMO LA HABILITACION DEL D.U. N° 039-2020.

"RECOMPOSICIÓN DE LA COMISIÓN DE CONTROL CONCURRENTE AL "" CONTRATO DE CONCESIÓN DEL PROYECTO HIDROVÍA AMAZÓNICA: RÍOS MARAÑÓN Y AMAZONAS, TRAMO SARAMIRIZA - IQUITOS - SANTA ROSA; RÍO HUALLAGA, TRAMO YURIMAGUAS - CONFLUENCIA CON EL RÍO MARAÑÓN; RÍO UCAYALI, TRAMO PUCALLPA - CONFLUENCIA CON EL RÍO MARAÑÓN""CONTRALORIA GENERAL DE LA REPUBLICA"	DIRECCION GENERAL DE PROGRAMAS Y PROYECTOS DE TRANSPORTE-(NUEVO-ROF)	SE TOMO CONOCIMIENTO

DESIGNACIÓN DE REPRESENTANTES ANTE LA COMISIÓN ESPECIAL QUE REPRESENTA AL ESTADO EN CONTROVERSIAS INTERNACIONALES DE INVERSIÓN Y ELABORACIÓN DE UN INFORME TÉCNICO – LEGAL (CASO TELEFÓNICA)MINISTERIO DE ECONOMIA Y FINANZAS	DESPACHO VICEMINISTERIAL DE COMUNICACIONES	NULL

SOLICITA OTORGAR SUBSIDIO ECONÓMICO A FAVOR DE LOS PRESTADORES DEL SERVICIO DE TRANSPORTE INTERPROVINCIALPCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE REMITIÓ OFICIO A PCM Y SE RECIBIÓ CARGO

BANDEJA DIGITAL: ASIGNACION PRESUPUESTARIA MULTIANUAL PARA LA PROGRAMACION MINISTERIO DE ECONOMIA Y FINANZAS	OFICINA GENERAL DE PLANEAMIENTO Y PRESUPUESTO	SE ATENDIÓ POR CORREO POR LA SRA. SARA TABOADA

BANDEJA DIGITAL: SOLICITA ASISTENCIA PARA LA EXONERACIÓN DEL PAGO DE MULTA IMPUESTA POR LA SUPERINTENDENCIA DE TRANSPORTE TERRESTRE DE PERSONAS, CARGA Y MERCANCÍAS, ENTRE OTROS.DESPACHO PRESIDENCIAL	SECRETARIA GENERAL	REMITIDO A SUTRAN PARA SU ATENCION

EN REPRESENTACIÓN DE LA COMISIÓN DE JUSTICIA Y DERECHOS HUMANOS  ENVÍA SALUDOS POR FIESTAS PATRIASCONGRESO DE LA REPUBLICA	SECRETARIA GENERAL	SE TOMÓ CONOCIMIENTO. ARCHIVAR.

TRASLADAN  PARA CONOCIMIENTO SOBRE  OPINIÓN AL PROYECTO DE DECRETO DE URGENCIA QUE DICTA MEDIDAS EXTRAORDINARIAS PARA LA ADQUISICIÓN Y DISTRIBUCIÓN DE ESCUDOS FACIALESMINISTERIO DE SALUD	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE ARCHIVA CONSIDERANDO QUE EL 8 DE AGOSTO DE 2020, SE PUBLICÓ EL DECRETO DE URGENCIA 094-2020 QUE AUTORIZA LA TRANSFERENCIA PARA LA ADQUISICIÓN DE ESCUDOS FACIALES

"“INVITACIÓN A LA CUARTA SESIÓN EXTRAORDINARIA VIRTUAL PARA INFORMAR SOBRE EL PROYECTO DE LEY N° 5398/2020-CR, QUE GARANTIZA LA VELOCIDAD MÍNIMA DE CONEXIÓN A INTERNET AL 90% DE LO CONTRATADO A FAVOR DE LOS USUARIOS”. <LSANDOVAL@CONGRESO.GOB.PE>

CONGRESO DE LA REPUBLICA"	DESPACHO VICEMINISTERIAL DE COMUNICACIONES	NULL

TRASLADA CARTA S/N, EN LA QUE EL SEÑOR ELTONN RAMÍREZ BARZOLA REMITE SUGERENCIA RESPECTO A LA EXONERACIÓN DEL PAGO DE SERVICIOS BÁSICOS DEBIDO AL ESTADO DE EMERGENCIA NACIONALPCM	DESPACHO VICEMINISTERIAL DE COMUNICACIONES	SE NOTIFICÓ OFICIO E INFORME A SR. ELTONN RAMIREZ, CON COPIA AL DESPACHO PRESIDENCIAL Y PCM

SOLICITO QUE INFORME A LA COMISIÓN DE TRANSPORTES Y COMUNICACIONES EL CUMPLIMIENTO DEL CRONOGRAMA DE IMPLEMENTACIÓN DEL SISTEMA DE CONTROL Y MONITOREO INALÁMBRICO PARA TRANSPORTE TERRESTRE DE MERCANCÍAS, Y OTROS.CONGRESO DE LA REPUBLICA	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE REMITIÓ A MESA DE PARTES DEL CONGRESO DE LA REPÚBLICA

BANDEJA DIGITAL: SOLICITA AUDIENCIA A FIN DE ABORDAR TEMAS RELACIONADOS A LA INCLUSIÓN DEL C.P. SAN AGUSTÍN DE HUAYCHAO, EN LOS ALCANCES DEL PROYECTO DE CONSTRUCCIÓN Y MEJORA DE INFRAESTRUCTURA VIAL, SEGÚN CÓDIGO SNIP N° 312879, PASCO.DESPACHO PRESIDENCIAL	DESPACHO VICEMINISTERIAL DE TRANSPORTES	FINALIZO CON OFIC-000431-2020-MTC/20

"EDUARDO LUIS CORNEJO AGUILAR, QUIEN REMITE SUGERENCIAS EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL A CONSECUENCIA DEL BROTE DEL COVID-19, ENTRE OTROS, 



TRASLADA DOCUMENTO, DIRIGIDO, AL PRESIDENTE DE LA REPÚBLICA SUSCRITO POR EL SEÑOR EDUARDO LUIS CORNEJO AGUILAR, QUIEN REMITE SUGERENCIAS EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL A CONSECUENCIA DEL BROTE DEL COVID-19, ENTRE OTROS.PCM"	DESPACHO VICEMINISTERIAL DE TRANSPORTES	NULL

SOLICITO INFORMACION DIRIGIDA AL CONSEJO NACIONAL DE SEGURIDAD VIAL DEL MTCMINISTERIO PUBLICO	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE REMITIÓ A MESA DE PARTES VIRTUAL DE LA FISCALÍA Y SE RECIBIÓ CARGO

TRASLADAN PEDIDO DEL SEÑOR FRANCISCO PEZO TORRES GOBERNADOR REGIONAL DE UCAYALI, DONDE REMITE PLAN DE REACTIVACIÓN DE LAS INVERSIONES EN EL MARCO DE LA DECLARATORIA DE EMERGENCIA SANITARIA NACIONAL DEL GOBIERNO REGIONAL DE UCAYALI.PCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	NULL

SOLICITA SE CONFIRME AUTENTICIDAD Y VERACIDAD DE RESOLUCION N° 207-2010-MTC/27 EN EL PLAZO DE 05 DIAS HABILES. PCM	DIRECCION GENERAL DE PROGRAMAS Y PROYECTOS DE COMUNICACIONES-(NUEVO-ROF)	SOLICITUD ATENDIDA CON OFIC. 730-2020-MTC/27

TRIBUNAL FISCAL - REMITE EXPEDIENTE RESUELTO POR EL TRIBUNAL FISCAL, N°002172-2020. ADJ 01 FOLDER.MINISTERIO DE ECONOMIA Y FINANZAS	PROGRAMA NACIONAL DE TELECOMUNICACIONES - DIRECCIÓN EJECUTIVA	OFICIO N° 075-2020-MTC/24-DFYS 

BANDEJA DIGITAL: REMITE OBSERVACIONES RESPECTO A MODIFICACIONES REALIZADAS AL PROYECTO DE AMPLIACIÓN Y MODERNIZACIÓN DEL TERMINAL PORTUARIO GENERAL SAN MARTÍN ¿ PISCO, ENTRE OTROS.DESPACHO PRESIDENCIAL	DESPACHO VICEMINISTERIAL DE TRANSPORTES	ATENDIDO CON OFICIO DIRIGIDO A LA ASOCIACIÓN SOLICITANTE

"TRASLADO PEDIDO DEL SEÑOR ALCALDE DE LA MUNICIPALIDAD DISTRITAL DE LAYO, DE LA PROVINCIA DE CANAS, REGIÓN DE

CUSCO, QUIEN SOLICITA LA APROBACIÓN Y EJECUCIÓN DEL PROYECTO MEJORAMIENTO DE CAMINOS VECINALES DE LOS TRAMOS: LAYO APACHETA, ANTAPAMPA, LA RAYA, AXALTACION, CUCUNA APACHETA Y OTROS, CON CÓDIGO ÚNICO DE INVERSIÓN Nº 2451884. (JHUAMANCH@CONGRESO.GOB.PE) (MESA DE PARTES VIRTUAL).

CONGRESO DE LA REPUBLICA"	DESPACHO VICEMINISTERIAL DE TRANSPORTES	"CONGRESISTA

GILMER TRUJILLO ZEGARRA

PRESIDENTE DE LA COMISIÓN DE RELACIONES EXTERIORES

CONGRESO DE LA REPÚBLICA 

TRAMITADO A TRAVÉS DEL SERVICIO DE NOTIFICACIONES"

TRASLADO SOLICITUD DE LA MUNICIPALIDAD DISTRITAL DE LLUSCO DE FINANCIAMIENTO DEL EXPEDIENTE TÉCNICO Y EJECUCIÓN DE OBRAS DEL PROYECTO CON CU N° 2488665 DE LA MESA TÉCNICA DE LA PROVINCIA DE CHUMBIVILCAS PCM	OFICINA DE DIALOGO Y GESTION SOCIAL-(NUEVO-ROF)	SE NOTIFICO AL ADMINISTRADO AL CORREO ELECTRONICO

"COPIA INFORMATIVA - SOLICITO INFORMACIÓN SOBRE EJECUCIÓN PRESUPUESTAL

DETALLADA POR LOS RECURSOS TRANSFERIDOS DEL ESTADO DE EMERGENCIA. (CORREO: DESPACHOLUZCAYGUARAY@GMAIL.COM)CONGRESO DE LA REPUBLICA"	SECRETARIA GENERAL	"CONGRESISTA 

LUIS CAYGUARAY GAMBINI 

CONGRESO DE LA REPÚBLICA 

DESPACHADO A TRAVÉS DEL SERVICIO DE NOTIFICACIONES"

BANDEJA DIGITAL: SOLICITA ASISTENCIA ANTE LA AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO, A FIN DE EFECTUAR EL PAGO DE TASAS Y TARIFAS A TRAVÉS DE MEDIOS ELECTRÓNICOS, ENTRE OTROS.DESPACHO PRESIDENCIAL	SECRETARIA GENERAL	"LILYAN CECILIA PEREZ BARRIGA 

ATU PARA EVALUAR, EMITIR INFORME Y PREPARAR RESPUESTA

TRAMITADO A TRAVÉS DEL SERVICIO DE NOTIFICACIONES "

BANDEJA DIGITAL: SOLICITAN QUE SE SUSPENDA  VIAJES INTERPROVINCIALESPCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	NULL

BANDEJA DIGITAL: SOLICITA AMPLIACIÓN DE COBERTURA RED DE BANDA ANCHA DE INTERNET DE APURIMAC.PCM	DESPACHO VICEMINISTERIAL DE COMUNICACIONES	CON OFICIO N° 1401-2020-MTC/24 + INFORME 060-2020-MTC/24.05

BANDEJA DIGITAL: SOLICITA REAPERTURA DEL AEROPUERTO EL VALOR A FIN DE FACILITAR LA GESTIÓN Y ATENCIÓN DE LA EMERGENCIA SANITARIA EN EL DEPARTAMENTO DE AMAZONAS.DESPACHO PRESIDENCIAL	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE ATENDIÓ CON OFICIO 0285-2020-MTC/12.08

"EXPRESA CORDIAL SALUDO POR LA DESIGNACIÓN AL SEÑOR MINISTRO CARLOS CÉSAR ARTURO ESTREMADOYRO MORY, 

DEFENSORIA DEL PUEBLO"	SECRETARIA GENERAL	ARCHIVO

ACREDITACIÓN MESA DE PARTES VIRTUAL DEL DESPACHO CONGRESALCONGRESO DE LA REPUBLICA	SECRETARIA GENERAL	NULL

MANIFESTA QUE LAS VÍAS DE COMUNICACIÓN URBANAS Y DE CAMINOS VECINALES EN PUERTO MALDONADO, SE ENCUENTRAN A NIVEL DE TROCHA CARROZABLE Y DEFICIENTES DRENAJES, MÁS DE 10 MIL CIUDADANOS EN TODA LA REGIÓN SE DEDICAN A TRABAJAR EN MOTOS LINEALES CON ESTA PANDEMIA COVID 19, Y TIENEN PROBLEMAS PARA OPERAR LO CUAL ES LA PREOCUPACIÓN DE ESTOS CIUDADANOS.CONGRESO DE LA REPUBLICA	DESPACHO VICEMINISTERIAL DE TRANSPORTES	NULL

REMISIÓN DE INFORME DE CONTROL CONCURRENTE N° 6401-2020-CG/APP-SCC - CONTRATO DE CONCESIÓN HIDROVÍA AMAZÓNICACONTRALORIA GENERAL DE LA REPUBLICA	ORGANO DE CONTROL INSTITUCIONAL	SE TOMÓ CONOCIMIENTO DEL INFORME Y ELABORÓ LA HOJA DE EVALUACIÓN SOLICITADA

REF. OFICIO N° 387-2020-MTC/24-OA, SOBRE SOLICITUD DE INFORMACIÓN.MINISTERIO DE SALUD	PROGRAMA NACIONAL DE TELECOMUNICACIONES - DIRECCIÓN EJECUTIVA	SE ATENDIO CON EL OFICIO N° 387-2020-MTC-24-OA 

BANDEJA DIGITAL: SOLICITA REACTIVACIÓN DEL SERVICIO DE TRANSPORTE AÉREO NACIONAL, ENTRE OTROS.DESPACHO PRESIDENCIAL	DESPACHO VICEMINISTERIAL DE TRANSPORTES	"MEDIANTE CORREOS ELECTRONICOS  A SECRETARIA GENERAL, ASESORIA VMT , SE TRASLADA DOCUMENTOS DE RESPUESTA HECHOS LLEGAR AL USUARIO  OFICIO 563-2020-MTC/12.08 Y OFICIO CIRCULAR 018-2020-MTC/12.07.

MEDIANTE CORREO ELECTRONICO DIRIGIDO AL CORREO DE  CIUDADANO DE LA MESA DE PARTES DE LA PRESIDENCIA, SE HACE LLEGAR LOS MISMOS DOCUMENTOS Y SE PONE EN REFERENCIA EL EXPEDIENTE 200012976."

COMUNICACIÓN DE INFORME DE CONTROL CONCURRENTE N° 6401-2020-CG/APP-SCC - CONTRATO DE CONCESIÓN HIDROVÍA AMAZÓNICA.CONTRALORIA GENERAL DE LA REPUBLICA	DIRECCION GENERAL DE PROGRAMAS Y PROYECTOS DE TRANSPORTE-(NUEVO-ROF)	SE TOMO CONOCIMIENTO Y SE ELABORARA RESPUESTA

SOLICITA INFORMACIÓN EN EL MARCO DE INVESTIGACIÓN PRELIMINAR. CASO 172-2020.MINISTERIO PUBLICO	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)	NULL

BANDEJA DIGITAL: ESTUDIO DE FACTIBILIDAD DEL PROYECTO “CREACIÓN DE LA LÍNEA 4 DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO, DEPARTAMENTO DE LIMA”MINISTERIO DE ECONOMIA Y FINANZAS	NULL	SE PROCEDE A SU DEVOLUCIÓN, POR NO CORRESPONDER DOCUMENTO ESTÁ DIRIGIDO A ATU. SE PROCEDE A SU FINALIZACIÓN 

